Species;Ursus.spelaeus;Ursus.arctos;Panthera.spelaea;Panthera.leo;Panthera.pardus;Crocuta.crocuta;Canis.lupus;Meles.meles;Vulpes.vulpes;Vulpes.lagopus;Felis.silvestris;Homo_neand;Homo.sapiens;Age
Vulpes.lagopus;1816;2223;1790;2500;483;2010;2316;1110;1885;0;740;1268;1952;48
Felis.silvestris;1700;2677;1458;1698;1490;2123;2358;1531;2363;740;0;1956;2151;48
Homo_neand;2033;2865;1810;2297;1463;2627;2931;1997;2852;1268;1956;0;2763;48
Homo.sapiens;2816;3940;2613;3306;1545;3535;4032;2332;3646;1952;2151;2763;0;48
Ursus.spelaeus;0;3177;2749;3134;1145;3011;3308;1912;2988;2085;1680;2067;2910;49
Ursus.arctos;3177;0;2958;3905;1625;4055;4707;2542;4056;2522;2593;2832;3982;49
Panthera.spelaea;2749;2958;0;3338;802;2700;3237;1532;2662;2034;1390;1780;2637;49
Panthera.leo;3134;3905;3338;;1110;3417;4205;2147;3349;2841;1694;2300;3393;49
Panthera.pardus;1145;1625;802;1110;0;1472;1526;1274;1613;610;1464;1459;1554;49
Crocuta.crocuta;3011;4055;2700;3417;1472;0;4067;2268;3540;2240;2062;2590;3537;49
Canis.lupus;3308;4707;3237;4205;1526;4067;0;2532;4064;2621;2284;2864;4052;49
Meles.meles;1912;2542;1532;2147;1274;2268;2532;0;2361;1347;1524;2038;2420;49
Vulpes.vulpes;2988;4056;2662;3349;1613;3540;4064;2361;0;2163;2334;2817;3697;49
Vulpes.lagopus;2085;2522;2034;2841;610;2240;2621;1347;2163;0;891;1446;2224;49
Felis.silvestris;1680;2593;1390;1694;1464;2062;2284;1524;2334;891;0;1885;2114;49
Homo_neand;2067;2832;1780;2300;1459;2590;2864;2038;2817;1446;1885;0;2746;49
Homo.sapiens;2910;3982;2637;3393;1554;3537;4052;2420;3697;2224;2114;2746;0;49
Ursus.spelaeus;0;3137;2704;3030;1126;2962;3259;1854;2915;1900;1703;2033;2810;50
Ursus.arctos;3137;0;2951;3782;1575;4014;4664;2479;3897;2324;2610;2815;3850;50
Panthera.spelaea;2704;2951;0;3301;790;2653;3179;1474;2584;1865;1416;1770;2538;50
Panthera.leo;3030;3782;3301;;1036;3297;4063;2053;3183;2630;1646;2240;3244;50
Panthera.pardus;1126;1575;790;1036;0;1442;1483;1226;1556;497;1452;1427;1485;50
Crocuta.crocuta;2962;4014;2653;3297;1442;0;4003;2186;3405;2070;2048;2552;3445;50
Canis.lupus;3259;4664;3179;4063;1483;4003;0;2456;3920;2411;2287;2854;3913;50
Meles.meles;1854;2479;1474;2053;1226;2186;2456;0;2241;1197;1499;1982;2332;50
Vulpes.vulpes;2915;3897;2584;3183;1556;3405;3920;2241;0;1928;2243;2758;3474;50
Vulpes.lagopus;1900;2324;1865;2630;497;2070;2411;1197;1928;0;762;1310;2028;50
Felis.silvestris;1703;2610;1416;1646;1452;2048;2287;1499;2243;762;0;1889;2050;50
Homo_neand;2033;2815;1770;2240;1427;2552;2854;1982;2758;1310;1889;0;2681;50
Homo.sapiens;2810;3850;2538;3244;1485;3445;3913;2332;3474;2028;2050;2681;0;50
Ursus.spelaeus;0;3045;2685;2911;1100;2877;3143;1763;2801;1758;1671;2000;2608;51
Ursus.arctos;3045;0;2948;3660;1558;3954;4531;2396;3698;2171;2654;2785;3678;51
Panthera.spelaea;2685;2948;0;3203;804;2621;3094;1471;2527;1761;1445;1786;2408;51
Panthera.leo;2911;3660;3203;;987;3169;3850;1928;3004;2477;1567;2138;3006;51
Panthera.pardus;1100;1558;804;987;0;1452;1468;1181;1486;453;1450;1419;1458;51
Crocuta.crocuta;2877;3954;2621;3169;1452;0;3923;2126;3293;1943;2064;2528;3306;51
Canis.lupus;3143;4531;3094;3850;1468;3923;0;2374;3748;2232;2264;2796;3680;51
Meles.meles;1763;2396;1471;1928;1181;2126;2374;0;2138;1111;1462;1907;2208;51
Vulpes.vulpes;2801;3698;2527;3004;1486;3293;3748;2138;0;1775;2133;2684;3248;51
Vulpes.lagopus;1758;2171;1761;2477;453;1943;2232;1111;1775;0;694;1256;1870;51
Felis.silvestris;1671;2654;1445;1567;1450;2064;2264;1462;2133;694;0;1883;1980;51
Homo_neand;2000;2785;1786;2138;1419;2528;2796;1907;2684;1256;1883;0;2577;51
Homo.sapiens;2608;3678;2408;3006;1458;3306;3680;2208;3248;1870;1980;2577;0;51
Ursus.spelaeus;0;2923;2585;2702;1039;2721;2972;1666;2580;1493;1640;1901;2342;52
Ursus.arctos;2923;0;2860;3360;1499;3767;4240;2241;3362;1861;2608;2628;3363;52
Panthera.spelaea;2585;2860;0;3016;776;2503;2983;1446;2388;1412;1479;1768;2232;52
Panthera.leo;2702;3360;3016;;888;2895;3515;1768;2691;2002;1460;1919;2643;52
Panthera.pardus;1039;1499;776;888;0;1365;1383;1053;1372;376;1428;1332;1322;52
Crocuta.crocuta;2721;3767;2503;2895;1365;0;3623;1972;2989;1649;2005;2363;3018;52
Canis.lupus;2972;4240;2983;3515;1383;3623;0;2159;3421;1883;2175;2625;3301;52
Meles.meles;1666;2241;1446;1768;1053;1972;2159;0;1954;997;1383;1713;2008;52
Vulpes.vulpes;2580;3362;2388;2691;1372;2989;3421;1954;0;1458;1981;2518;2873;52
Vulpes.lagopus;1493;1861;1412;2002;376;1649;1883;997;1458;0;547;1056;1546;52
Felis.silvestris;1640;2608;1479;1460;1428;2005;2175;1383;1981;547;0;1830;1832;52
Homo_neand;1901;2628;1768;1919;1332;2363;2625;1713;2518;1056;1830;0;2312;52
Homo.sapiens;2342;3363;2232;2643;1322;3018;3301;2008;2873;1546;1832;2312;0;52
Ursus.spelaeus;0;2675;2478;2386;946;2430;2710;1473;2296;961;1635;1805;1975;53
Ursus.arctos;2675;0;2763;2897;1397;3400;3842;1973;2973;1306;2649;2476;2888;53
Panthera.spelaea;2478;2763;0;2745;785;2314;2831;1413;2245;825;1636;1766;1934;53
Panthera.leo;2386;2897;2745;;752;2419;2982;1536;2320;1236;1357;1701;2157;53
Panthera.pardus;946;1397;785;752;0;1278;1256;925;1206;277;1315;1252;1180;53
Crocuta.crocuta;2430;3400;2314;2419;1278;0;3173;1723;2631;1085;1925;2186;2617;53
Canis.lupus;2710;3842;2831;2982;1256;3173;0;1887;3052;1267;2105;2408;2747;53
Meles.meles;1473;1973;1413;1536;925;1723;1887;0;1695;684;1277;1475;1712;53
Vulpes.vulpes;2296;2973;2245;2320;1206;2631;3052;1695;0;1009;1829;2295;2417;53
Vulpes.lagopus;961;1306;825;1236;277;1085;1267;684;1009;0;380;738;969;53
Felis.silvestris;1635;2649;1636;1357;1315;1925;2105;1277;1829;380;0;1814;1710;53
Homo_neand;1805;2476;1766;1701;1252;2186;2408;1475;2295;738;1814;0;1983;53
Homo.sapiens;1975;2888;1934;2157;1180;2617;2747;1712;2417;969;1710;1983;0;53
Ursus.spelaeus;0;2689;2490;2426;938;2456;2721;1508;2306;1207;1588;1749;1989;54
Ursus.arctos;2689;0;2738;2987;1386;3394;3846;2011;2983;1589;2531;2407;2870;54
Panthera.spelaea;2490;2738;0;2763;762;2326;2792;1411;2193;1068;1510;1699;1899;54
Panthera.leo;2426;2987;2763;;756;2513;3073;1582;2345;1551;1314;1667;2169;54
Panthera.pardus;938;1386;762;756;0;1258;1247;940;1219;330;1337;1222;1170;54
Crocuta.crocuta;2456;3394;2326;2513;1258;0;3228;1759;2655;1353;1849;2119;2597;54
Canis.lupus;2721;3846;2792;3073;1247;3228;0;1934;3045;1556;2007;2339;2748;54
Meles.meles;1508;2011;1411;1582;940;1759;1934;0;1750;839;1282;1493;1751;54
Vulpes.vulpes;2306;2983;2193;2345;1219;2655;3045;1750;0;1212;1794;2259;2461;54
Vulpes.lagopus;1207;1589;1068;1551;330;1353;1556;839;1212;0;474;890;1195;54
Felis.silvestris;1588;2531;1510;1314;1337;1849;2007;1282;1794;474;0;1738;1655;54
Homo_neand;1749;2407;1699;1667;1222;2119;2339;1493;2259;890;1738;0;1964;54
Homo.sapiens;1989;2870;1899;2169;1170;2597;2748;1751;2461;1195;1655;1964;0;54
Ursus.spelaeus;0;2652;2424;2426;942;2455;2701;1515;2288;1486;1504;1744;2040;55
Ursus.arctos;2652;0;2631;3068;1366;3318;3832;2011;2997;1873;2405;2390;2935;55
Panthera.spelaea;2424;2631;0;2777;712;2290;2746;1328;2113;1472;1334;1657;1898;55
Panthera.leo;2426;3068;2777;;774;2618;3214;1615;2384;2012;1251;1726;2301;55
Panthera.pardus;942;1366;712;774;0;1191;1228;968;1233;363;1314;1208;1177;55
Crocuta.crocuta;2455;3318;2290;2618;1191;0;3248;1745;2609;1637;1693;2076;2597;55
Canis.lupus;2701;3832;2746;3214;1228;3248;0;1943;3041;1906;1873;2315;2826;55
Meles.meles;1515;2011;1328;1615;968;1745;1943;0;1751;944;1253;1536;1794;55
Vulpes.vulpes;2288;2997;2113;2384;1233;2609;3041;1751;0;1414;1730;2249;2524;55
Vulpes.lagopus;1486;1873;1472;2012;363;1637;1906;944;1414;0;555;998;1451;55
Felis.silvestris;1504;2405;1334;1251;1314;1693;1873;1253;1730;555;0;1678;1590;55
Homo_neand;1744;2390;1657;1726;1208;2076;2315;1536;2249;998;1678;0;1967;55
Homo.sapiens;2040;2935;1898;2301;1177;2597;2826;1794;2524;1451;1590;1967;0;55
